kepid_sim,koi_period,koi_duration,koi_depth,koi_prad,koi_impact,koi_steff,koi_srad,koi_model_snr,y,koi_fpflag_1,koi_fpflag_2,koi_fpflag_3,koi_fpflag_4,koi_score
12,6.278460746705305,2.671516618298427,3137.8759866767464,2.093168045700955,0.3180005522477952,5902.202263820671,0.7874204771578307,6.357646382149607,1,0,0,0,0,0.5045515552042295
12,6.054249578422412,1.5181089031401138,1049.3552726615717,1.3051138177003696,0.11860142103013832,5241.263076750865,1.2916214837428712,4.33179120824914,0,1,1,1,1,0.4308704463027805
12,18.768124885436382,2.465480401606793,1099.8504286629773,1.1492886612871007,0.07273043317782762,5178.710592044266,1.2549973604101408,5.508357172096957,1,0,0,0,0,0.9012078253385505
13,9.949069636197205,3.720879656433874,339.31005539624107,2.5272941766408104,0.4796386438243229,5282.96003345222,1.2392917073501575,8.46223893906022,1,0,0,0,0,0.41108661562371945
13,19.600765416109752,1.493483439553076,416.7299096197362,1.0458421829121967,0.7628875497710702,4801.903462720883,1.4042186352545112,3.968470007458668,0,1,1,1,1,0.0
13,36.69143631204263,3.503669505807159,540.9691300312721,1.3389862829054384,0.5866926997054736,5340.389661531768,1.5401338744405138,9.318232386716922,0,1,1,1,1,0.4127030192009382
14,19.601097330498245,2.8009015899976406,673.3816606129259,1.334278314998078,0.5413066877272865,4722.187881201995,1.5928285201232073,11.841259492990792,1,0,0,0,0,0.9719496868920422
14,20.7266980789256,1.9221581541385229,162.96179130195998,1.7086226695098252,0.7006559657863557,5388.95354748,0.8818650398729866,8.17035191794746,0,1,1,1,1,0.0
15,18.859569728152437,1.5725475481025444,541.1319104966418,1.4206390833668097,0.5865853652622385,5935.900945460317,0.6123689675486779,7.615243694412996,0,1,1,1,1,0.0
16,21.020273835132436,3.2610003866453345,740.300485204926,1.5575586763754798,0.4496715790222246,6081.33175097767,0.7935469284216733,12.104098091957233,1,0,0,0,0,0.9192402283398924
16,7.227364568645254,2.5512875950093044,429.78501006073736,1.4608093493283316,0.5616805791417844,6234.074025535236,1.027848620616466,4.224557415625034,0,1,1,1,1,0.3453802978903825
17,20.136154046705517,1.4112669906331257,87.35867737478458,1.5409659060404175,0.7172010576050958,5463.201280723659,1.1073663368797715,6.205540017272185,0,1,1,1,1,0.026702342540942326
17,18.336055651215073,3.736305609711521,1112.0229803709055,2.1598657113075275,0.9438157839787895,5423.355123803144,0.6321293988108513,9.677183047679828,0,1,1,1,1,0.43609208839644464
17,9.789768465927558,2.8356679178815227,1746.085503642573,2.525621725356441,0.09713662208597396,5344.354325870049,1.3555555223088938,7.869378378253038,1,0,1,0,0,1.0
18,25.65429339509184,4.409376710852259,156.52589167821918,2.277169714260725,1.0195044150744674,7696.583313460815,1.1450052805359057,2.5879445320364,0,1,1,1,1,0.16581962305235812
18,3.250041284662887,2.9531891087369906,443.50256898124684,3.330829798909769,0.8937862486888675,4788.133438239449,0.9984443355559248,6.423574747931056,0,1,1,1,1,0.14833917597211418
19,3.4887304877545904,1.5577577285134874,2384.4239303304084,1.3089141035785974,0.6096808473312705,4859.788985198485,1.475265489880002,4.651584673742596,0,1,1,1,1,0.026428354754464478
20,23.29104606988955,2.5878333337683763,640.8757885649942,2.2604511275675385,0.47808565563339867,4849.205313957836,0.9570912875710235,4.932780198917597,0,1,1,1,1,0.20171487332842575
21,3.61258023911342,2.56522239503559,441.2581680100259,2.3393958146393175,0.6218661820004217,5000.107613649226,1.479341194304833,7.739717380112136,1,0,0,0,0,0.6901837238563304
21,11.656192067387142,3.2129581126907847,477.79498417537565,5.4929806143961555,0.0,4584.076764785772,1.2977742162315515,12.368161769787095,1,0,0,0,1,0.8491002531641166
22,3.9233641867036693,3.837478486279318,202.85192974667248,5.390324024394105,0.48128660184172756,5544.212243876005,0.7352998975445677,6.085579920468513,0,1,1,1,1,0.0319357186292443
23,10.98341617664773,1.7249031216182993,205.6933769226883,1.6625674791356995,0.6076124106881102,4757.450981420014,1.2054080084183596,8.002601244822197,1,0,0,0,0,0.5047100387713394
23,16.903209482165625,3.441640279568141,621.4881971561368,1.1685464862003763,0.5633519224318962,5901.603405280688,0.954756894385129,6.707832830044476,0,1,1,1,1,0.7766340236291606
24,13.053985300401745,4.718448704907385,571.1262089788146,2.0891410130049057,0.5152202025306676,5921.174869917536,2.473367081042636,9.387128022101683,0,1,1,1,1,0.2962239528268445
25,7.961426353530037,3.1867623828116685,311.999423289724,3.2074920902067996,0.6378220519093634,5533.837553431783,0.6409725845488122,6.304714274082312,1,0,0,0,0,0.9851319602869296
26,7.181020641648986,1.7248793387295047,522.7358404298467,2.791504723315343,0.7388959586920282,5208.757802471221,1.0919684822846423,5.190930286573896,1,0,0,0,0,1.0
26,5.309146633534222,2.708523688384121,307.8948840817953,4.247931991490108,0.45921693698662214,6387.642373951087,1.0151993984666228,10.256933251315237,0,1,1,1,1,0.46458090062220375
26,31.13218814164822,2.664536797567151,544.7282778118878,3.040509778506652,0.05420550845387867,4813.045997450313,0.8422381036031624,6.110202326939802,1,0,0,0,0,0.9753869210356181
27,13.736032286123228,2.2689361010340288,313.7025948262317,1.603788049966795,0.39360851808082087,5141.229448603593,0.9720977996487629,4.462752066546576,0,1,1,1,1,0.0
28,12.060090187982578,1.9371378026864474,1043.7243995467018,1.003967704505889,0.31929949308741873,5159.661473648982,1.2341702751150345,12.034289854417992,1,0,0,0,0,1.0
28,6.4895224562273555,3.5176692410465513,1072.066335157523,4.334202303568584,0.690010957126128,6757.792120744219,1.0861152314481848,22.403411722139044,0,1,1,1,1,0.09150162705990789
29,37.27278038892063,6.9092395773821185,750.3110054882972,1.2589938663391702,0.7544318763848137,6205.522113665387,1.3273593808357114,11.259975389949977,1,0,0,0,0,1.0
29,34.55637938758987,2.6496898557946063,522.123411269379,5.04515527378221,0.43598210027091977,4714.000154909025,0.768629988087584,7.7689311031900905,0,1,1,1,1,0.5706147338026311
30,5.000027881411266,1.1093780174099603,272.24387882579106,2.3630417864179396,0.9528802606675353,4819.197251590955,0.9778037556898619,4.399213182247397,0,1,1,1,1,0.005523000484264851
31,24.92851322108291,7.328847507247628,5612.349929046247,3.2748118337353502,0.0,5642.251439154455,0.9859781480434077,16.474135798531304,1,0,0,0,0,0.936853610270109
32,4.483037012804449,2.6303643896983973,267.08728331555614,1.750082673466797,0.4902172477371633,4454.571070411399,1.234134201991883,5.45143071346628,0,1,1,0,0,0.17631063590597043
32,16.492741187682526,2.7802692998726077,1719.1662213080078,1.447591931045172,0.691656994661112,6416.75455378136,0.745632744848246,9.679254606357414,0,1,1,1,1,0.5705199987176373
33,11.00976623396076,2.4394143976509435,669.0171457636243,1.0619667936786366,0.7155691986967496,6680.4630396543325,0.8388366345128582,4.607320132748545,1,0,0,0,0,1.0
34,11.489439220266092,2.941526268117581,257.0219997273689,2.5187721832927044,0.11867423561025292,5997.4827839781965,1.3551853956302515,8.545684952028289,0,1,1,1,1,0.0
35,62.37106819034967,1.9108203642327446,440.7661100453595,1.83602631177933,0.5413537579054416,4105.3082954879865,0.9428188857015996,2.579080740317682,0,1,1,1,1,0.3673320285760059
36,27.466698730917575,2.392422838401558,4670.855442038224,2.2071063578260586,0.6772056991931112,6428.446827572024,1.0335978459212602,20.58984610323287,1,0,0,0,0,1.0
36,6.1064860307706565,2.3797326768733504,455.0414868851231,3.4612966955469124,0.6350770088245404,6062.74470724887,0.6584452277350419,5.712535350035686,0,1,1,1,1,0.0029295146159024066
36,8.787174055664495,2.5130445829071655,2958.9131195164673,2.89162862506874,0.25802398832963713,5803.178876224629,0.9477723133137114,8.813818004556884,1,0,0,0,0,0.9051678533785743
37,8.783837222749632,4.142776994225028,662.5182680369816,1.1787228000754837,0.5458746365866739,5342.813385095715,0.83736742918198,3.6756017875019737,0,1,1,1,1,0.3957471408428516
37,10.780181493407525,2.320982167894649,171.21442805247108,2.856109765528402,0.5623932955005229,7195.691652196523,0.8320407578635044,4.971377745994152,0,1,1,1,1,0.7311492107770777
38,46.97395915475947,2.507796752802901,277.998372342923,1.770997882173733,0.314154739652511,4792.062144037872,0.6438150061786914,5.0366505633217935,0,1,1,1,1,0.19930595977303994
38,8.63029375732403,1.2091211704062659,785.1344533301352,0.4271760679908764,0.6297361773885858,5097.236966544134,1.043680985745436,9.34732328981952,0,1,1,1,1,0.22210650441636356
39,12.673168542968407,3.1589287806612987,590.2808323192531,1.1873026430486242,0.39302782958192706,6583.121578479062,1.0021763519441833,5.309624484270668,1,0,0,0,0,0.9031783282012034
40,10.752995623205459,2.3452604205983176,416.4362334780436,0.641352239885887,0.6728905945641988,6450.533236768746,2.2834827375697637,3.7581385611136753,0,1,1,1,1,0.12102193034251561
40,10.628623943098821,3.3159880448203105,223.89512496166603,1.0556380518900779,0.8909185987836138,4462.2487740009265,0.6920445425682548,6.603826102954422,0,1,1,1,1,0.328696254802417
40,21.229314865120177,4.221385133929982,394.65910107480437,0.8742311952559076,1.0497727448028114,5699.688265470118,0.7796814792400052,3.5572161738305934,0,1,1,1,1,0.1430566851477578
41,14.627973211338539,2.5237518158429144,336.51278356406016,2.447616299560739,0.7876395503293785,5662.758140893076,0.9338584090720119,2.3328307623033506,0,1,1,1,1,0.11954439620534908
42,6.983688409726615,4.08082018154586,919.2185936340885,2.187685302390617,0.3757547437813486,5313.714006571879,1.34074915287057,5.791964784796702,0,1,1,1,1,0.432558870533595
42,8.779092879901253,2.2865411992091014,272.8848686773704,2.5199042601804442,0.7093607007228717,4886.997690240122,1.2177283467819486,11.827391418456884,0,1,1,1,1,0.06695067943823829
43,8.154311157126456,2.9378318432188033,3047.1773741757574,1.2652093636171513,0.4288625769172865,5171.6155036998125,1.1485668600956074,6.711418497269515,0,1,1,1,1,0.05528500882462714
43,33.20241128295594,2.811860584041613,319.83410607031027,1.7323106227416731,0.3587974555406326,4536.224263465745,0.9383822542488457,8.000133931112563,0,1,1,1,1,0.06355869390596192
43,17.541639738036668,3.9729696487503356,1266.7936791131656,2.646488207325783,0.585423106852117,5705.957356339901,0.8394294624005242,5.866589882011805,0,1,1,1,1,0.3693102284970072
44,24.686654065895922,2.6316196232465447,580.4427595530075,2.5430464495632235,0.8015225868690341,4501.1000993687185,0.3928817972242187,10.145914022993496,0,1,1,1,1,0.060124300832276316
45,73.89857818766147,3.976499289058789,1342.393252110677,1.4208348761819067,0.5700051182775041,5053.804223357783,1.4830152850528904,6.888434697523791,1,0,0,0,0,1.0
45,6.2892997179914145,1.9579367236082008,539.4202767785795,3.804609712625266,0.31862796016397765,5450.956586747518,1.1963122064238778,3.7796354774194665,0,1,1,1,1,0.0
45,20.27006024369845,3.9639059303285835,2022.0047872616865,0.9813404917659385,0.7556423545675761,4895.162285841636,1.0050147065953245,8.834827468932584,0,1,1,1,1,0.1366124193887529
46,31.04014610143199,2.371895347059882,537.7262742718265,1.3857611541896355,0.8404930247931831,5886.724925083651,0.7724157138091906,4.232544287658783,0,1,1,1,1,0.06233962381725618
46,17.20627867274546,3.0932404211452615,815.3406363247628,1.4791552674948891,0.7228521348823111,5310.632201882325,1.5502728054533936,6.2782125588256195,0,1,1,1,1,0.0
46,9.709453147722533,1.702252617183241,360.42563645368017,1.444216297871185,0.7019978442027734,5410.948058168773,0.7835982078321837,6.640324149872044,0,1,1,1,1,0.6074401007541588
47,14.75068946207066,1.9090099779535739,3908.6781727001544,1.650819863607851,1.0474889217906016,5553.153852262762,0.7511744130600925,6.2539553297215065,1,0,0,0,0,0.7608120340013014
47,6.665895566743578,2.371205475869498,2737.3854321319545,1.2914454723305349,0.08130495373744001,6015.222935075981,1.0942759321513624,10.414122019537716,0,1,1,1,1,0.9188099733549457
48,11.992210986865524,0.9794773611064955,253.70176835305892,1.7194603791083445,0.5224971289754394,5394.029060503963,0.7749013222889721,16.07050039267678,0,1,1,1,1,0.24764447808236278
48,10.666941942029116,1.4772041098609678,203.58354630187623,1.4804706937323489,0.856522687285526,4453.214882387954,1.2110959426821362,5.673385351261289,0,0,1,1,1,0.08169844426821678
49,31.537972982694548,2.0365801090363576,624.4762211581422,3.044044298426087,0.15627480237731045,5811.320027846781,0.587108013108204,14.58854113715219,0,1,1,1,1,0.3222442016718017
50,15.755814477977104,2.950222449529787,610.3655042178196,0.8554076584659583,0.4599412056461039,5886.266140472456,1.1377147499387668,8.494869879120603,0,1,1,1,1,0.7626105804294744
50,4.378773501963091,2.1360698899322395,3108.843074146945,2.3276746638334496,0.25880206510981,5947.794178041437,1.4357962411202643,5.611565729319065,0,1,1,1,1,0.3061653273848636
51,15.451060221640596,3.377589614501949,776.52415429798,1.4443027969875968,0.15294521282551227,5833.702569118448,1.1820228100330807,9.996979574773855,0,1,1,1,1,0.8258933563509026
52,11.316999945666923,1.9139266668175283,594.7917676947587,2.930806598989148,0.8914738667440534,5369.370902531445,1.3895180971993024,8.75675608170129,0,1,1,1,1,0.0559528513997867
53,8.17426359225542,2.1829948371082475,239.25546044430493,0.7063884302203052,0.5066518408487082,5069.351777954711,1.2538907830979857,11.507901519020711,0,1,1,1,1,0.26085867346020997
53,8.570409221757183,5.504650540901241,1518.2299983003195,0.9167042439305367,0.3993487394378812,5624.873484105177,0.998537579063881,11.365200009145735,1,0,0,0,0,0.5675636217097549
54,27.943456662316358,1.5066221895769485,919.7751878533405,3.5733671938272757,0.9045325479656199,4471.244577623584,1.0075891836222404,6.260901742762829,0,1,1,1,1,0.27053152726970353
55,8.585794502877576,6.706267184915804,228.5851532486162,1.3099131073322856,0.23967172594369363,6125.5157460152,1.9396070917654895,6.042964562145722,0,1,1,0,1,0.5816224382832322
55,8.990285392205369,5.661127656357714,1469.274780816318,3.9098018587021572,0.599494625316045,3967.4414676978377,1.632651601080743,10.270735912703618,0,1,1,1,1,0.5575434939069921
56,24.395960359535472,5.801202853671645,551.8001940736192,3.07324470902733,0.1774110056313361,5594.984228140565,1.0888519393368241,9.1126528782853,1,1,1,0,0,0.6522610120084326
56,41.017343878150854,2.21115162063526,844.9423466998161,1.435291782906312,0.893911831901685,5279.601958962958,1.3160071719317163,2.6358849175864614,0,1,1,1,1,0.0
56,42.694230243419184,1.7878204855844575,383.1300987387578,1.475400638039112,0.6619674844560995,6240.203370568849,0.6864448755471914,3.1246431055220936,0,1,1,1,1,0.0
57,9.310158947130017,2.3741919306907024,1384.8439310902609,1.3598039033708749,0.27280791702919116,5176.7314158979825,0.8887803530272279,7.729887547979858,0,1,1,1,1,0.7557362992291718
58,19.860218678472716,2.31775651582133,435.53043525203066,1.5965837926586564,0.05330580450250033,5268.139594706503,0.8688641780800735,3.6650759920559537,1,0,0,0,0,0.6577116690571864
59,19.067319759388276,2.6890131162871116,661.5375511070588,1.6288059024184836,0.37170149924883955,4197.1183395604785,0.6298536809401715,6.782829474043083,0,1,1,1,1,0.2749014231702189
60,8.712512030160614,1.5198238824680759,938.0017926347189,1.0546463349946442,1.1352937729837587,5138.294766804435,1.2499077764633608,2.9508692021633265,0,1,1,1,1,0.3992399281186795
61,37.92448316743608,3.6189312591557017,475.06661055731115,2.628305129740942,0.603720075129916,5811.589513616363,1.0800556092229237,9.570009785110795,1,0,0,0,0,0.674864921872105
61,16.964586892858783,2.4387903046457615,326.53071357094194,0.9273965302986007,0.5740905417761177,5769.003867731388,0.7249597985619504,6.808725113644719,0,1,1,1,1,0.023326402683293168
62,25.780067690542875,2.8931359513976296,1042.583705388016,2.7764168451587263,0.6576169721831202,6229.916426797893,0.616822003753177,7.260033449875312,1,0,0,0,0,0.28806764502337917
63,17.016217604431333,2.5516113500184496,2120.807676946571,6.048534589625382,0.3153138754258802,5298.760630978032,0.9041409293839706,44.45799249355368,1,0,0,0,0,0.9872116304303324
63,9.221656875320129,4.833320188735598,2474.268125400593,2.4437761433988814,0.23921224850618605,4734.177815491874,0.657863890074845,15.835501624072334,1,0,1,0,0,0.7240482706892066
64,30.077295077487012,1.8144978797194016,234.1845430954917,2.890469760243836,0.46387285458111877,5571.714340114844,0.858896524015573,14.25947332031056,0,1,1,1,1,0.2393066034432297
64,84.74608820916036,2.26030317792167,346.3821057393466,1.3839778845352868,0.7385602092652883,7086.663628560149,0.7804376592953649,9.405024157260183,0,1,1,1,1,0.05521605686291564
64,14.786318352948467,6.407537538402314,1097.1006920977336,3.258191554782687,0.46158624194686315,5289.0217684550835,0.7326938279707089,12.998132953526312,0,1,1,1,1,0.04854743170176412
65,11.072933708060797,2.290912611101468,251.61573527977131,1.8782167692474527,0.7139002245192508,4692.012371974333,0.778398197481969,5.799467410787746,0,0,0,1,1,0.605037735551377
66,6.4033820747158625,1.5410388158785748,591.4147536316794,1.3896250126788374,0.4549655002101674,4981.224870214454,1.7361604010304137,8.573131574622849,0,1,1,1,1,0.003719418326814855
66,40.73185449955975,5.298153853652508,522.9497412312465,2.8073398885362755,0.3326110668649296,4155.020462052604,1.1652984900066707,8.686035430182494,0,1,1,1,1,0.0
67,9.024474404914855,4.162547069047921,722.6974078411802,1.7849636303566292,0.6348759798803403,5485.71752418664,1.2976357242696532,9.960516907579812,0,1,1,1,1,0.0
68,6.0054207108017374,3.1025178470019013,1956.3374339838467,3.645224054704692,0.9224527473199422,5010.257683878965,1.0862451540130462,6.4156885769192975,0,1,1,1,1,0.0
69,4.649589402541278,2.34217470300324,1200.3424551416838,0.5099276082860977,0.37557472690915794,6426.553327699865,0.9384578997504754,7.275511651047137,0,1,1,1,1,0.026604534480876574
69,9.539144057461112,2.6616580509690873,140.76640165601938,0.9161540270086427,0.8429259940822813,5913.032235756919,0.6095771270257828,6.688764362457025,0,1,1,1,1,0.3354665951347018
70,5.986006563066173,2.9237404567430394,295.0420747933879,1.395588545671948,0.3131409696201527,5930.77793683339,0.9877759727293446,6.585953798310391,0,1,1,1,1,0.0
71,10.033925798406926,1.2599166497531415,426.43560744929385,1.450771298727844,0.9409618603065245,6224.352517588855,1.3821560196466756,3.883354552003851,0,1,1,1,1,0.33886090551516856
72,13.5157960200039,1.641430589615322,350.56138355630816,1.6899176690164062,0.48672905713182885,5643.028937245675,0.4392349403358873,4.470774014344719,0,1,1,1,1,0.49162875246781224
73,12.610441689412212,2.894227816475028,470.2240286406034,0.7418419679639958,0.2004123964486616,6512.393399654438,1.3988003063305654,7.528883351312506,0,1,1,1,1,0.0
73,7.061771349098435,3.6277886166081807,290.5302114856986,1.2639023415770825,0.5106406437180155,5852.625205001201,1.6121958506565561,8.440305258840835,0,1,1,1,1,0.0
74,74.65201669899626,1.7888787629711098,629.9732008011362,0.5516904185026031,0.8634831757594807,4927.78834977029,0.8398713801081045,4.6694607176586205,0,1,1,1,1,0.38434532888305
75,3.6564100804686794,4.536978728901585,1006.5153697399979,3.7898810782590853,0.6231159831422308,5937.739437112427,2.2543833233550505,6.870781470484211,1,0,0,0,0,1.0
76,7.988553449225838,1.9856375783724187,589.4563072478759,0.6373463226648564,0.42501470018375187,4471.162163880978,1.0901727784836632,5.953201873721657,0,1,1,1,1,0.0
77,5.413539788917405,1.911407783603132,432.19122972894934,2.0740583785285445,0.3767875085514581,5430.622938649269,1.1854677436927015,8.032143971307,0,1,1,1,1,0.5447686509886547
77,6.194532949390045,2.609210463942252,1583.0363754600407,0.9450943147958646,0.2554655453697553,5860.541925943378,0.6989065165323207,6.900639319318004,0,1,0,1,1,0.13562859867545415
78,5.378373211499176,1.764680298258465,311.83845127053456,2.0527705321823935,0.31159476085344906,4851.462375326541,1.0726570340768957,4.937824846533762,0,1,1,1,1,0.0
78,6.754683223729817,2.095655240957332,674.380345483452,7.806476834520262,0.0,5406.13387289867,0.6745903934291315,10.961292099327384,0,1,1,1,1,1.0
79,11.273855064718363,3.4430449097112112,1316.2405213625746,0.6786444607834907,0.5185836399166578,5368.0358204351105,0.749993978750978,5.525149304277524,0,1,1,1,1,0.4102087646094409
79,6.174477431529538,1.8663800700060618,329.91501526227125,1.013388366248536,0.8647462455605011,5361.975797524684,1.5391249162496787,5.03895031926906,0,1,1,1,1,0.019092355464203584
80,7.343702940463353,3.3714774721538556,1593.1497468531602,3.5101456081521216,0.6002152527476547,5069.18061246236,0.8619681636580493,9.462323017384575,0,1,1,1,1,1.0
80,36.81790771176415,2.9809028510281483,2745.2367312793986,0.7149747881428917,0.3803598077501649,6793.29228670556,0.8980546549493659,4.69602731859558,0,1,1,1,1,0.0
81,37.10537548636678,4.277197539571141,234.0156153656081,6.755570628128554,0.15540106339730247,5381.7703638269895,0.7103334426674548,8.743011679421281,1,0,0,0,0,0.8903971334477702
82,45.429877507514256,1.1508502450599718,348.8926858112364,1.219919196984046,0.624528975634929,4880.7447351717765,0.8565799905618897,9.11685611216867,0,1,1,1,1,0.4229552103294077
82,28.78007500521734,5.369387634711972,1057.197829577542,5.183147322638583,0.3265777438964173,5806.307204270993,1.17789357237373,10.338826672280716,1,0,0,0,0,0.951296743194133
83,19.377515836617306,3.7143401645483647,787.1362429085932,1.1191095190289984,0.7283219649915604,4836.267425442995,1.3398934294857867,4.280658574291747,0,1,1,1,1,0.49994136570990777
83,6.19138019186613,4.700039025112825,337.2193398310415,6.215747074983859,0.6104041850776372,5148.681339899848,1.382362030725779,6.360067402641232,1,0,0,0,0,0.5763450227150442
84,5.453359010973325,1.8606389183273593,429.60785939189253,3.0233719516527335,0.6889237243802079,6014.593828157578,1.6745709596338323,4.974065791194497,0,1,1,1,1,0.44229193600895617
84,6.701965332345242,3.2652106541168457,686.179543135681,2.2865973781418534,0.3257653394360225,5443.472435554435,1.6428322900535786,10.072824023665136,0,1,1,1,0,0.28957389875139755
84,3.077821452942136,1.9799125241787412,700.5536180244452,9.764420359302727,0.5651338442827498,5695.665399913371,0.750246914264475,7.109217700849409,1,0,0,0,0,0.5857257860050593
85,32.7948786099815,1.8666259566984655,1397.7854910440071,3.266120475383905,0.5864150794916425,6062.0839892881395,1.3958089779101737,8.951261798919862,1,0,0,0,0,0.8206462766605324
86,5.158093958120778,3.649585058598072,407.3950315287418,1.1575589131020474,0.6652410513122917,6187.221535035245,1.2218263457154015,4.704968261867276,0,1,1,1,1,0.0
87,11.651130711819937,2.8396812063842387,269.1003920816025,2.950959166612682,0.5661344206399679,5079.451228596328,0.6834882602209542,10.606216043252005,1,0,0,0,0,1.0
87,14.386579716325032,4.480655349900266,757.8325491003607,1.6005399542923868,0.5173737270666493,4440.926812081029,1.0337152629198003,8.95582252990469,0,1,1,1,1,0.09308387960752285
88,23.98944391136219,3.9008377037789472,588.2654200363091,2.471917991238241,0.718121102895071,4623.562844049182,0.5665954847657847,3.6043223531501973,0,1,1,1,1,0.7067724839593011
89,5.854355600598044,2.2615277152982665,5137.6631197629895,3.2398588643040465,0.23279929210803296,6044.040675174709,1.3989119595357833,29.299036876694323,1,0,0,0,0,1.0
90,42.48881038440206,2.4626293230510683,665.8287994537726,0.6193619317619877,0.860043330427424,4723.923498695016,1.0720334081486869,3.385007944858,0,1,1,1,1,0.0
90,3.2484830600453125,1.8017056553878914,511.4457818372296,0.3726962046820315,0.5637833832625911,5550.243910067007,0.9632144753089287,3.690628284412995,0,1,1,1,1,0.0
91,13.0187254936613,3.768312951568369,750.4581350086722,2.920049777741603,0.391492934643793,5891.710389426842,0.8680024843917167,6.053275480864803,0,1,1,1,0,0.6787141224918384
92,14.794509941858346,4.718049068368734,3105.744095573519,4.008737470601955,0.0,5444.885987945628,0.7584643794596738,9.32383879663669,1,0,0,0,0,0.8705500465097801
93,35.210469150910946,2.766070740249795,690.7891749418965,1.2980354935490337,0.4464367856486906,5857.7182840260775,1.00540391395391,6.761520041865182,0,1,1,0,1,0.4767027268344962
93,10.176013027471955,5.803612229536007,142.69971549691465,3.523572901927038,0.7701249769842287,4477.57172180751,0.9899574918976165,4.5319224891848355,0,1,1,1,1,0.0
94,12.45070809081973,2.7511027290006274,4360.255405002992,3.598425162801051,0.710313202742194,4329.393080570229,0.6485201432954217,13.842833124081915,1,0,0,0,0,1.0
94,28.351894662491926,6.404483428244313,2592.0906174962024,2.9174738364854633,0.8147584387245418,4414.355027627755,0.5848982425153416,7.717297331002124,0,1,1,1,1,0.6749057625134097
